team,time,temp,tmin,tmax,prcp,wspd,snwd
DEN,2023-12-16,5.3,-2.3,14.7,0.0,10.7,
DEN,2023-12-17,5.9,-0.4,14.0,0.0,11.4,
DEN,2023-12-18,3.7,-2.8,11.9,0.0,7.7,
DEN,2023-12-19,8.6,2.5,16.4,0.0,10.8,
DEN,2023-12-20,6.9,3.0,13.1,0.0,6.9,
DEN,2023-12-21,6.6,1.4,13.4,0.0,6.4,
DEN,2023-12-22,5.1,-0.2,12.7,0.0,8.6,
DEN,2023-12-23,5.0,0.7,10.2,1.6,10.1,
DEN,2023-12-24,-3.1,-7.2,0.7,1.7,17.8,
DEN,2023-12-25,-7.0,-10.8,-2.8,0.0,9.3,
DEN,2023-12-26,-1.4,-5.8,3.0,1.6,14.7,
DEN,2023-12-27,1.3,-3.8,6.5,0.0,10.8,
DEN,2023-12-28,-0.5,-5.6,6.4,0.0,7.7,
DEN,2023-12-29,1.6,-4.2,9.3,0.0,9.4,
DEN,2023-12-30,3.2,-3.1,11.2,0.0,8.6,
DEN,2023-12-31,0.1,-3.3,5.4,0.0,7.8,
KC,2023-09-01,24.9,18.0,31.9,0.0,10.0,0
KC,2023-09-02,26.7,18.0,34.7,0.0,10.4,0
KC,2023-09-03,28.3,21.4,34.7,0.0,14.1,0
KC,2023-09-04,30.0,24.1,35.8,0.0,18.9,0
KC,2023-09-05,29.3,25.3,36.4,1.7,22.0,0
KC,2023-09-06,21.5,17.5,25.8,0.0,13.9,0
KC,2023-09-07,21.8,15.3,28.6,0.0,7.0,0
KC,2023-09-08,23.5,18.6,28.6,0.0,8.7,0
KC,2023-09-09,22.6,16.4,29.1,0.0,6.1,0
KC,2023-09-10,24.4,18.6,30.3,0.0,7.8,0
KC,2023-09-11,19.8,17.5,25.3,8.8,8.2,0
KC,2023-09-12,19.8,13.6,25.8,0.0,4.1,0
KC,2023-09-13,20.4,13.0,27.5,0.0,4.7,0
KC,2023-09-14,21.3,13.6,27.5,0.0,8.6,0
KC,2023-09-15,22.3,15.8,28.6,0.3,7.7,0
KC,2023-09-16,20.2,16.4,26.4,4.7,7.3,0
KC,2023-09-17,18.6,12.5,24.7,0.0,7.4,0
KC,2023-09-18,21.9,12.5,30.3,0.0,10.1,0
KC,2023-09-19,24.1,20.3,28.6,0.0,16.8,0
KC,2023-09-20,23.0,18.6,28.0,0.0,11.7,0
KC,2023-09-21,22.4,16.9,28.0,13.8,12.1,0
KC,2023-09-22,21.3,18.0,25.8,6.6,10.3,0
KC,2023-09-23,22.3,20.3,25.8,4.3,10.1,0
KC,2023-09-24,22.6,18.0,28.6,0.0,7.2,0
KC,2023-09-25,22.0,15.8,29.1,0.0,5.6,0
KC,2023-09-26,21.5,15.3,28.0,0.0,4.6,0
KC,2023-09-27,21.9,15.8,26.9,0.0,5.9,0
KC,2023-09-28,23.8,16.9,30.8,0.0,9.9,0
KC,2023-09-29,26.6,20.8,33.0,0.0,12.7,0
KC,2023-09-30,26.9,21.4,32.5,0.0,12.3,0
KC,2023-10-01,26.3,20.3,32.5,0.0,7.4,0
KC,2023-10-02,25.9,20.3,30.8,0.0,8.8,0
KC,2023-10-03,24.6,20.3,29.1,0.0,16.4,0
KC,2023-10-04,21.3,18.6,24.7,3.7,8.9,0
KC,2023-10-05,19.3,13.6,26.4,0.0,7.6,0
KC,2023-10-06,12.0,9.1,15.3,0.2,12.7,0
KC,2023-10-07,10.6,4.7,16.9,0.0,8.6,0
KC,2023-10-08,15.2,6.9,25.8,0.0,9.8,0
KC,2023-10-09,13.9,8.0,19.1,0.0,5.7,0
KC,2023-10-10,14.8,6.4,23.0,0.0,4.5,0
KC,2023-10-11,20.5,14.1,26.9,1.8,16.6,0
KC,2023-10-12,19.9,16.9,24.1,0.0,23.0,0
KC,2023-10-13,15.4,11.4,18.6,0.3,22.9,0
KC,2023-10-14,11.4,10.3,13.0,0.8,18.2,0
KC,2023-10-15,10.3,8.0,12.5,1.6,15.0,0
KC,2023-10-16,10.5,4.7,18.0,0.0,9.9,0
KC,2023-10-17,12.9,4.1,21.4,0.0,8.8,0
KC,2023-10-18,14.3,11.4,19.7,0.6,14.8,0
KC,2023-10-19,15.3,10.3,21.9,0.0,10.5,0
KC,2023-10-20,16.8,9.1,26.4,0.0,4.5,0
KC,2023-10-21,17.3,10.3,26.4,0.0,9.0,0
KC,2023-10-22,16.0,9.7,22.5,0.0,10.7,0
KC,2023-10-23,22.2,15.8,30.3,0.0,23.9,0
KC,2023-10-24,19.4,15.8,23.0,28.6,16.0,0
KC,2023-10-25,18.6,16.4,20.8,23.4,9.7,0
KC,2023-10-26,21.1,19.1,24.7,14.4,15.9,0
KC,2023-10-27,10.6,4.1,20.3,1.4,17.8,0
KC,2023-10-28,2.2,-0.3,4.1,9.0,13.1,0
KC,2023-10-29,2.1,0.8,3.0,0.4,16.6,0
KC,2023-10-30,0.5,-2.5,4.1,0.0,11.6,0
KC,2023-10-31,0.7,-2.0,4.7,0.0,15.4,0
KC,2023-11-01,2.7,-3.6,10.3,0.0,11.3,0
KC,2023-11-02,9.1,1.9,17.5,0.0,16.1,0
KC,2023-11-03,12.6,8.0,19.1,0.0,17.3,0
KC,2023-11-04,8.9,5.8,13.0,1.0,2.1,0
KC,2023-11-05,12.0,3.0,20.8,0.0,9.1,0
KC,2023-11-06,16.7,11.4,21.9,0.0,7.2,0
KC,2023-11-07,17.1,9.1,24.7,0.0,8.9,0
KC,2023-11-08,16.7,11.9,20.3,0.0,12.0,0
KC,2023-11-09,8.7,3.6,13.6,0.0,7.5,0
KC,2023-11-10,7.0,1.9,13.0,0.0,4.7,0
KC,2023-11-11,7.6,2.5,11.9,0.0,7.5,0
KC,2023-11-12,11.8,5.3,20.3,0.0,11.6,0
KC,2023-11-13,10.9,2.5,20.8,0.0,4.2,0
KC,2023-11-14,12.5,5.3,20.3,0.0,9.9,0
KC,2023-11-15,14.3,7.5,21.4,0.0,8.9,0
KC,2023-11-16,13.4,9.7,15.8,0.0,16.1,0
KC,2023-11-17,9.0,4.1,14.1,0.0,9.1,0
KC,2023-11-18,8.3,0.8,16.9,0.0,2.2,0
KC,2023-11-19,8.7,7.5,11.9,5.1,9.2,0
KC,2023-11-20,6.6,5.8,7.5,10.6,16.2,0
KC,2023-11-21,5.1,0.8,7.5,0.0,14.7,0
KC,2023-11-22,3.1,-2.5,10.3,0.0,10.4,0
KC,2023-11-23,5.7,1.4,10.3,0.0,11.8,0
KC,2023-11-24,-0.1,-2.5,1.9,0.0,15.0,0
KC,2023-11-25,-1.0,-2.5,1.4,7.6,9.2,0
KC,2023-11-26,-1.0,-4.2,2.5,2.9,14.0,5
KC,2023-11-27,-0.9,-5.3,4.7,0.0,8.5,5
KC,2023-11-28,0.3,-5.3,6.4,0.0,6.7,3
KC,2023-11-29,5.2,-2.5,14.1,0.0,8.4,0
KC,2023-11-30,9.0,5.8,11.9,1.6,13.2,0
KC,2023-12-01,2.9,1.9,5.3,8.1,11.1,0
KC,2023-12-02,1.6,-1.4,3.6,0.7,5.4,0
KC,2023-12-03,4.2,0.3,8.6,0.5,10.9,0
KC,2023-12-04,5.3,0.3,10.3,0.0,12.4,0
KC,2023-12-05,5.0,-0.3,9.1,0.0,14.2,0
KC,2023-12-06,4.9,-2.0,13.0,0.0,12.5,0
KC,2023-12-07,13.4,8.0,19.1,0.0,24.7,0
KC,2023-12-08,11.5,8.0,14.7,3.5,8.6,0
KC,2023-12-09,5.5,1.4,8.6,0.0,16.8,0
KC,2023-12-10,2.2,-3.6,7.5,0.0,12.0,0
KC,2023-12-11,4.2,-0.3,10.8,0.0,8.4,0
KC,2023-12-12,3.2,0.3,6.9,0.0,7.5,0
KC,2023-12-13,4.5,0.8,9.7,0.0,6.9,0
KC,2023-12-14,6.6,-0.3,13.7,0.0,5.5,0
KC,2023-12-15,8.9,6.9,12.5,12.2,7.5,0
KC,2023-12-16,5.9,4.1,8.6,4.4,11.8,0
KC,2023-12-17,5.6,-0.3,11.9,0.0,10.8,0
KC,2023-12-18,1.3,-2.5,3.6,0.0,13.9,0
KC,2023-12-19,3.5,-2.5,9.7,0.0,10.4,0
KC,2023-12-20,9.1,4.1,13.6,0.0,14.2,0
KC,2023-12-21,12.6,11.4,14.7,0.8,10.0,0
KC,2023-12-22,12.2,11.4,13.0,6.5,8.6,0
KC,2023-12-23,11.8,8.0,15.8,0.0,9.1,0
KC,2023-12-24,13.7,7.5,14.7,26.1,18.1,0
KC,2023-12-25,2.4,0.3,6.4,12.0,20.6,0
KC,2023-12-26,1.1,-0.3,3.0,2.5,17.6,0
KC,2023-12-27,1.7,0.3,2.5,2.5,15.5,0
KC,2023-12-28,2.6,0.8,5.8,0.4,16.6,0
KC,2023-12-29,3.0,0.3,7.5,0.0,13.6,0
KC,2023-12-30,2.4,-2.5,9.1,0.0,10.1,0
KC,2023-12-31,0.4,-0.9,2.5,0.0,17.5,0
ATL,2023-09-01,24.7,21.8,28.1,0.0,11.8,0
ATL,2023-09-02,23.3,19.7,27.2,0.0,7.9,0
ATL,2023-09-03,23.3,17.2,30.1,0.0,2.6,0
ATL,2023-09-04,24.7,18.5,31.5,0.0,2.5,0
ATL,2023-09-05,24.8,19.9,31.0,0.0,3.0,0
ATL,2023-09-06,25.4,20.2,31.4,0.0,5.3,0
ATL,2023-09-07,26.2,21.1,31.5,0.5,9.2,0
ATL,2023-09-08,23.2,17.5,28.3,0.0,5.5,0
ATL,2023-09-09,23.2,18.5,28.6,2.0,6.2,0
ATL,2023-09-10,23.7,18.5,30.1,0.0,5.2,0
ATL,2023-09-11,25.5,20.0,32.1,0.2,4.1,0
ATL,2023-09-12,24.6,20.3,30.8,0.0,4.9,0
ATL,2023-09-13,24.0,20.9,28.2,6.0,6.2,0
ATL,2023-09-14,22.2,20.2,25.2,3.9,5.0,0
ATL,2023-09-15,21.0,19.6,22.9,0.3,8.3,0
ATL,2023-09-16,19.3,18.0,20.5,11.7,4.6,0
ATL,2023-09-17,21.3,18.4,26.5,11.7,8.6,0
ATL,2023-09-18,19.7,14.3,25.6,0.0,6.9,0
ATL,2023-09-19,19.5,13.0,26.8,0.0,2.5,0
ATL,2023-09-20,20.3,14.6,26.1,0.0,3.9,0
ATL,2023-09-21,21.4,16.4,27.2,0.0,6.0,0
ATL,2023-09-22,21.0,16.0,27.0,0.0,5.7,0
ATL,2023-09-23,20.8,14.5,28.1,0.0,8.7,0
ATL,2023-09-24,20.0,13.0,28.4,0.0,6.0,0
ATL,2023-09-25,21.1,13.8,29.3,0.0,3.7,0
ATL,2023-09-26,22.8,18.6,27.9,0.0,5.7,0
ATL,2023-09-27,21.1,18.8,22.9,0.0,10.3,0
ATL,2023-09-28,18.8,15.6,24.2,0.0,7.1,0
ATL,2023-09-29,20.7,14.1,28.5,0.0,3.3,0
ATL,2023-09-30,22.4,15.8,29.6,0.0,2.0,0
ATL,2023-10-01,21.3,16.9,27.4,0.0,6.3,0
ATL,2023-10-02,20.9,15.1,27.8,0.0,5.4,0
ATL,2023-10-03,20.6,14.1,27.8,0.0,5.1,0
ATL,2023-10-04,20.7,14.7,27.6,0.0,4.5,0
ATL,2023-10-05,20.5,14.7,26.5,0.0,4.1,0
ATL,2023-10-06,20.6,18.1,25.0,0.3,5.3,0
ATL,2023-10-07,16.2,11.7,20.0,0.0,16.2,0
ATL,2023-10-08,12.8,6.9,19.2,0.0,8.9,0
ATL,2023-10-09,14.5,5.9,23.1,0.0,7.2,0
ATL,2023-10-10,18.3,10.3,26.9,0.0,9.8,0
ATL,2023-10-11,18.0,15.2,20.9,13.7,3.1,0
ATL,2023-10-12,16.6,14.5,20.3,16.5,15.0,0
ATL,2023-10-13,17.1,15.6,18.9,3.6,8.6,0
ATL,2023-10-14,18.7,15.8,23.1,0.2,12.1,0
ATL,2023-10-15,14.3,11.1,16.3,0.0,16.6,0
ATL,2023-10-16,10.7,7.0,13.7,0.0,15.2,0
ATL,2023-10-17,11.6,6.1,18.7,0.0,5.5,0
ATL,2023-10-18,12.6,5.6,20.5,0.0,2.9,0
ATL,2023-10-19,14.2,8.0,21.9,0.2,4.9,0
ATL,2023-10-20,16.6,11.9,22.6,3.7,12.4,0
ATL,2023-10-21,15.5,8.2,23.3,0.0,9.2,0
ATL,2023-10-22,17.6,12.2,24.3,0.0,10.7,0
ATL,2023-10-23,14.3,7.1,22.3,0.0,5.1,0
ATL,2023-10-24,14.4,7.9,22.6,0.0,6.0,0
ATL,2023-10-25,15.4,8.8,22.9,0.0,5.4,0
ATL,2023-10-26,19.4,13.7,24.8,0.0,6.6,0
ATL,2023-10-27,18.8,13.0,25.4,0.0,3.4,0
ATL,2023-10-28,18.9,12.8,26.6,0.0,3.2,0
ATL,2023-10-29,19.1,12.6,27.1,0.0,4.6,0
ATL,2023-10-30,18.3,11.7,27.0,0.0,11.0,0
ATL,2023-10-31,11.2,8.0,15.8,0.0,17.1,0
ATL,2023-11-01,5.9,0.1,11.8,0.0,15.4,0
ATL,2023-11-02,5.0,-1.4,13.2,0.0,4.8,0
ATL,2023-11-03,7.0,-1.4,17.9,0.0,2.6,0
ATL,2023-11-04,10.6,1.7,21.6,0.0,4.1,0
ATL,2023-11-05,12.8,4.5,22.8,0.0,5.4,0
ATL,2023-11-06,14.0,5.6,24.1,0.0,2.3,0
ATL,2023-11-07,15.8,7.1,26.3,0.0,4.1,0
ATL,2023-11-08,16.8,8.6,25.8,0.0,3.8,0
ATL,2023-11-09,18.8,13.0,25.3,0.0,6.7,0
ATL,2023-11-10,16.0,12.6,18.4,1.3,5.9,0
ATL,2023-11-11,10.7,9.6,12.6,16.3,11.3,0
ATL,2023-11-12,11.7,9.6,14.2,0.0,8.2,0
ATL,2023-11-13,13.4,9.6,19.0,0.0,4.5,0
ATL,2023-11-14,13.8,8.0,20.3,0.0,7.4,0
ATL,2023-11-15,13.9,11.6,16.7,0.0,12.8,0
ATL,2023-11-16,15.7,12.6,20.7,0.0,10.8,0
ATL,2023-11-17,16.4,12.8,20.8,0.0,5.6,0
ATL,2023-11-18,16.5,11.2,21.7,0.0,10.8,0
ATL,2023-11-19,13.4,6.0,19.9,0.0,7.3,0
ATL,2023-11-20,15.2,12.2,18.2,0.8,12.8,0
ATL,2023-11-21,15.7,12.8,18.9,31.2,14.8,0
ATL,2023-11-22,10.4,7.1,13.9,0.0,17.0,0
ATL,2023-11-23,8.5,3.8,13.4,0.0,5.8,0
ATL,2023-11-24,9.6,4.7,16.6,0.0,5.4,0
ATL,2023-11-25,8.9,2.8,14.2,0.0,9.5,0
ATL,2023-11-26,8.3,6.5,9.5,1.5,8.9,0
ATL,2023-11-27,6.5,3.1,9.4,0.0,15.8,0
ATL,2023-11-28,4.7,-0.0,10.0,0.0,13.5,0
ATL,2023-11-29,3.5,-3.3,12.3,0.0,3.8,0
ATL,2023-11-30,6.5,-1.4,14.5,0.0,4.4,0
ATL,2023-12-01,11.3,8.1,15.1,3.8,7.1,0
ATL,2023-12-02,15.6,12.5,18.8,1.6,5.9,0
ATL,2023-12-03,16.7,9.5,19.6,2.5,10.3,0
ATL,2023-12-04,11.2,4.8,19.2,0.0,10.4,0
ATL,2023-12-05,8.7,2.6,14.5,0.0,10.2,0
ATL,2023-12-06,7.5,2.7,10.8,0.0,15.0,0
ATL,2023-12-07,5.1,-2.4,13.8,0.0,3.0,0
ATL,2023-12-08,8.2,-0.1,16.3,0.0,3.5,0
ATL,2023-12-09,13.5,10.9,16.3,7.1,4.4,0
ATL,2023-12-10,12.0,3.5,17.5,29.5,13.9,0
ATL,2023-12-11,3.8,-0.3,9.3,0.0,13.2,0
ATL,2023-12-12,4.0,-2.6,12.9,0.0,2.7,0
ATL,2023-12-13,5.7,-1.4,14.8,0.0,2.6,0
ATL,2023-12-14,7.2,0.9,14.6,0.0,7.0,0
ATL,2023-12-15,6.1,-0.8,14.7,0.0,6.1,0
ATL,2023-12-16,8.5,1.3,13.6,0.0,10.8,0
ATL,2023-12-17,9.9,8.0,11.8,0.3,15.3,0
ATL,2023-12-18,8.0,2.7,12.9,0.0,23.5,0
ATL,2023-12-19,1.7,-2.8,7.0,0.0,10.1,0
ATL,2023-12-20,2.4,-4.6,10.8,0.0,1.6,0
ATL,2023-12-21,4.8,-3.2,13.7,0.0,0.6,0
ATL,2023-12-22,7.0,1.4,14.1,0.0,1.7,0
ATL,2023-12-23,9.8,3.4,18.1,0.0,2.6,0
ATL,2023-12-24,11.8,5.4,17.5,0.1,8.3,0
ATL,2023-12-25,15.1,13.5,16.8,34.5,14.1,0
ATL,2023-12-26,14.9,11.5,16.8,9.7,6.5,0
ATL,2023-12-27,10.6,7.7,13.1,0.0,9.1,0
ATL,2023-12-28,7.2,2.7,11.9,0.0,8.6,0
ATL,2023-12-29,4.0,1.1,6.1,0.0,13.0,0
ATL,2023-12-30,3.9,0.6,7.5,0.0,11.9,0
ATL,2023-12-31,4.6,-2.4,13.4,0.0,7.0,0
NO,2023-09-01,28.8,26.5,31.8,0.0,16.7,
NO,2023-09-02,28.1,25.9,31.3,3.9,14.3,
NO,2023-09-03,28.2,25.5,30.7,5.5,12.4,
NO,2023-09-04,28.0,26.6,30.0,7.1,17.9,
NO,2023-09-05,28.9,26.7,32.0,0.1,18.7,
NO,2023-09-06,28.7,26.2,31.8,0.2,14.9,
NO,2023-09-07,29.2,26.5,32.9,2.0,12.8,
NO,2023-09-08,28.4,25.9,31.2,0.0,15.3,
NO,2023-09-09,28.5,25.7,32.3,0.0,15.7,
NO,2023-09-10,28.0,24.4,31.3,0.0,17.3,
NO,2023-09-11,28.3,24.7,31.9,0.0,14.9,
NO,2023-09-12,27.9,25.3,31.4,0.2,9.7,
NO,2023-09-13,28.9,26.2,33.0,0.0,14.6,
NO,2023-09-14,27.7,25.3,30.7,0.4,13.1,
NO,2023-09-15,28.0,25.6,31.2,0.0,14.0,
NO,2023-09-16,28.3,25.3,31.6,0.1,12.1,
NO,2023-09-17,29.2,25.8,33.4,0.0,21.5,
NO,2023-09-18,28.0,24.3,31.3,0.0,16.6,
NO,2023-09-19,27.8,23.7,31.2,0.0,14.2,
NO,2023-09-20,26.9,23.7,30.8,0.0,20.4,
NO,2023-09-21,27.4,24.8,30.3,0.0,20.9,
NO,2023-09-22,27.8,24.9,31.3,0.0,16.8,
NO,2023-09-23,27.1,24.7,29.7,0.3,11.1,
NO,2023-09-24,27.4,24.6,30.9,0.0,10.1,
NO,2023-09-25,27.4,25.1,29.8,0.1,11.4,
NO,2023-09-26,27.4,25.1,30.2,0.0,13.3,
NO,2023-09-27,27.8,25.3,31.4,0.0,19.1,
NO,2023-09-28,26.3,24.3,28.4,1.8,25.6,
NO,2023-09-29,26.3,23.5,28.8,0.0,22.8,
NO,2023-09-30,26.7,23.8,30.2,0.0,22.4,
NO,2023-10-01,26.7,24.7,29.1,0.0,23.1,
NO,2023-10-02,26.0,23.9,28.5,0.0,25.1,
NO,2023-10-03,26.5,23.5,30.0,0.7,22.7,
NO,2023-10-04,26.5,22.4,30.9,0.0,19.8,
NO,2023-10-05,27.1,23.4,31.5,13.3,15.5,
NO,2023-10-06,25.5,23.5,28.0,36.0,17.2,
NO,2023-10-07,23.1,19.9,25.6,0.0,30.0,
NO,2023-10-08,19.0,16.2,21.9,0.0,19.4,
NO,2023-10-09,20.8,17.1,25.2,0.0,11.2,
NO,2023-10-10,21.7,17.9,24.9,0.0,10.4,
NO,2023-10-11,20.0,17.9,22.7,31.2,30.9,
NO,2023-10-12,19.7,16.6,24.4,0.0,17.6,
NO,2023-10-13,21.6,18.9,25.1,0.0,12.7,
NO,2023-10-14,22.5,19.7,25.5,0.0,22.8,
NO,2023-10-15,18.1,15.8,21.1,0.0,30.8,
NO,2023-10-16,16.4,13.8,19.3,0.0,26.4,
NO,2023-10-17,16.9,14.3,19.6,0.0,15.2,
NO,2023-10-18,18.1,14.4,22.3,0.0,14.0,
NO,2023-10-19,21.0,16.8,25.5,0.3,14.1,
NO,2023-10-20,23.2,19.6,28.4,0.0,20.6,
NO,2023-10-21,22.8,19.3,27.2,0.0,16.2,
NO,2023-10-22,22.3,18.8,27.2,0.0,9.1,
NO,2023-10-23,22.6,19.7,28.2,0.0,14.6,
NO,2023-10-24,23.9,21.0,28.3,0.1,23.2,
NO,2023-10-25,24.0,20.9,28.6,0.0,25.3,
NO,2023-10-26,24.4,21.8,28.0,0.0,22.5,
NO,2023-10-27,24.6,22.0,27.9,0.0,20.2,
NO,2023-10-28,24.1,21.9,27.9,0.0,21.2,
NO,2023-10-29,24.4,21.4,28.6,0.0,17.3,
NO,2023-10-30,21.3,15.2,24.5,0.9,22.1,
NO,2023-10-31,13.3,11.5,15.4,0.4,34.1,
NO,2023-11-01,11.3,8.4,14.1,0.0,30.5,
NO,2023-11-02,12.8,8.6,17.8,0.0,23.0,
NO,2023-11-03,15.9,12.1,20.9,0.0,13.8,
